Nombre,Edad,Titulo_Profesional,Universidad_Instituto,Palabras_Clave,Comuna,Presencial,Magister,Target
Joselyn María Moreno Bravo,28,Técnico en Informática,Universidad Diego Portales,18,Las Condes,No,Si,Aceptado
Araceli Godoy Mancilla,56,Psicólogo,Universidad Mayor,10,Santiago,No,No,Rechazado
Emma Montenegro Montes,55,Abogado,INACAP,0,Estación Central,No,No,Rechazado
Carla Flores Torres,39,Médico,Universidad de Concepción,16,Quilicura,Si,Si,Aceptado
Celeste María Herrera Seguel,43,Arquitecto,Universidad Andrés Bello,2,Quilicura,No,Si,Rechazado
María Montserrat Opazo Neira,40,Periodista,INACAP,11,La Florida,Si,No,Aceptado
Viviana Araneda Sandoval,61,Médico,Instituto Profesional AIEP,15,Santiago,No,No,Aceptado
Laura Judith Valdebenito Cuevas,57,Ingeniero Comercial,Universidad de Santiago,9,La Serena,Si,No,Rechazado
Sebastián Sergio Saldías Quintanilla,28,Contador Auditor,Universidad de Santiago,11,Peñalolén,No,No,Rechazado
Gabriel Raúl Fernández González,65,Ingeniero Civil,Instituto Profesional AIEP,14,Ñuñoa,Si,Si,Aceptado
Melania Ortega Salgado,23,Periodista,INACAP,9,Recoleta,Si,No,Aceptado
Dennis Hugo Herrera Fernández,38,Médico,Instituto Profesional AIEP,4,Puente Alto,No,Si,Rechazado
María Pizarro Muñoz,22,Médico,Universidad Mayor,14,Providencia,No,Si,Aceptado
María Olmedo Bruna,27,Ingeniero Informático,Universidad Andrés Bello,18,Maipú,No,No,Aceptado
Sebastián Enrique Chacón Jerez,47,Médico,DUOC UC,12,Puente Alto,No,Si,Rechazado
Iván Ortiz Fierro,65,Licenciado en Ciencias,Universidad Andrés Bello,0,Recoleta,Si,No,Rechazado
María Quezada Sepúlveda,54,Médico,Pontificia Universidad Católica,15,Providencia,Si,No,Rechazado
Víctor Naranjo,37,Técnico en Administración,INACAP,13,Quilicura,No,Si,Aceptado
Miguel Caro,50,Técnico en Administración,Universidad Diego Portales,1,Independencia,No,No,Rechazado
Marta Rojas Rojas,62,Ingeniero Informático,Universidad Mayor,6,Viña del Mar,Si,No,Rechazado
Ronald Simón Choque Morales,28,Médico,INACAP,8,Independencia,No,Si,Aceptado
Jenniffer María Montero Sánchez,35,Ingeniero Comercial,Universidad Mayor,19,Recoleta,No,No,Aceptado
Carmen Danitza Leiva Pérez,55,Psicólogo,Universidad de Concepción,3,Peñalolén,Si,No,Rechazado
María Zambrano González,38,Periodista,Universidad Andrés Bello,0,Independencia,No,Si,Rechazado
Isaías Pérez Aravena,33,Arquitecto,Universidad Diego Portales,15,San Miguel,No,Si,Rechazado
Lucas Rivera Medina,36,Psicólogo,Universidad Mayor,16,Santiago,Si,Si,Aceptado
Rodrigo Álvarez,57,Ingeniero Civil,DUOC UC,17,Ñuñoa,Si,No,Rechazado
Dina Susana Navarro Ruiz,36,Psicólogo,Universidad Técnica Federico Santa María,0,Quilicura,No,Si,Rechazado
Pascal Castro,59,Ingeniero Civil,Universidad de Chile,8,Las Condes,Si,Si,Aceptado
Josefa Sonia Guevara Mancilla,61,Diseñador Gráfico,Universidad Diego Portales,13,Ñuñoa,Si,Si,Rechazado
Romina Ana Pizarro Berríos,23,Enfermero,Universidad Andrés Bello,8,Maipú,No,Si,Rechazado
Eduardo Leiva Rojas,38,Ingeniero Comercial,Instituto Profesional AIEP,20,La Florida,No,No,Aceptado
Pablo Simón Salazar González,42,Técnico en Informática,Universidad Diego Portales,20,Las Condes,No,No,Aceptado
Soledad Emilia Herrera-Águila Muñoz,50,Médico,DUOC UC,9,Estación Central,No,Si,Rechazado
Daniela María Méndez Cuevas,58,Médico,Pontificia Universidad Católica,12,Peñalolén,Si,No,Aceptado
Oscar Marcelo Quiroz Vera,30,Técnico en Administración,Universidad Adolfo Ibáñez,13,Providencia,No,No,Rechazado
Ruth Aguilar González,41,Ingeniero Informático,INACAP,14,Las Condes,No,Si,Aceptado
María Karin Valenzuela Fuentes,30,Diseñador Gráfico,DUOC UC,12,La Florida,No,Si,Aceptado
Constanza Doralisa Garcés Mendoza,40,Ingeniero Informático,Universidad Mayor,19,Viña del Mar,Si,Si,Aceptado
Rodrigo Luis Celis Andrade,47,Técnico en Informática,Instituto Profesional AIEP,13,Peñalolén,Si,Si,Aceptado
Rosa Javiera Rubilar Garrido,23,Ingeniero Comercial,Pontificia Universidad Católica,0,Peñalolén,No,Si,Rechazado
Sebastián Pavez Vega,38,Técnico en Informática,Universidad de Santiago,11,Santiago,Si,No,Aceptado
Katherine Navarrete,64,Contador Auditor,Universidad de Santiago,16,Estación Central,No,Si,Rechazado
Ramón González Ramírez,56,Abogado,Instituto Profesional AIEP,7,Concepción,No,No,Rechazado
Milagros Rojas,22,Técnico en Administración,Instituto Profesional AIEP,16,Las Condes,Si,Si,Aceptado
Antonia Camila Lillo Marchant,37,Técnico en Administración,Instituto Profesional AIEP,15,Concepción,Si,No,Aceptado
Juan José Cisternas Guajardo,37,Psicólogo,Universidad Diego Portales,19,Quilicura,No,Si,Aceptado
María Alondra Arenas Rivas,62,Periodista,Universidad Diego Portales,13,Las Condes,No,No,Rechazado
Armando Pinto Valderrama,47,Ingeniero Comercial,INACAP,12,Quilicura,Si,Si,Aceptado
Jacinto González,24,Abogado,Universidad de Chile,19,Independencia,Si,No,Rechazado
Martina Jazmín García Pereira,65,Arquitecto,DUOC UC,16,Ñuñoa,No,No,Rechazado
Belén Mora-Pizarro Villarroel,65,Ingeniero Comercial,Universidad Diego Portales,0,Valparaíso,Si,Si,Rechazado
Claudia Garrido Cáceres,47,Ingeniero Civil,Universidad Técnica Federico Santa María,20,Santiago,Si,No,Aceptado
Daniel Inostroza-Silva Cartes,57,Técnico en Administración,Pontificia Universidad Católica,7,Antofagasta,No,No,Rechazado
Lorenzo Juan Arriagada Quintana,23,Abogado,INACAP,19,Santiago,Si,No,Rechazado
Cristian Gustavo Vargas Díaz,24,Ingeniero Civil,Universidad Adolfo Ibáñez,11,Providencia,No,Si,Aceptado
Javier Alonso Pizarro Carvajal,40,Licenciado en Ciencias,Universidad Diego Portales,1,La Serena,No,Si,Rechazado
Francisca Camila Santana Ramírez,27,Arquitecto,Universidad Andrés Bello,12,Puente Alto,Si,Si,Aceptado
Alonso Lazo Jaramillo,61,Arquitecto,Universidad de Santiago,6,Concepción,Si,No,Rechazado
Segundo Matías Pérez Faúndez,40,Diseñador Gráfico,Universidad de Chile,5,Puente Alto,Si,Si,Aceptado
María Claudia Carreño Rojas,28,Ingeniero Informático,Universidad Diego Portales,4,Providencia,No,Si,Rechazado
Marcelo Franco Maldonado González,24,Técnico en Informática,Universidad Andrés Bello,4,La Florida,Si,Si,Rechazado
Roxana Jorquera Rivera,50,Ingeniero Comercial,INACAP,5,Puente Alto,Si,Si,Aceptado
María Contreras Vargas,42,Técnico en Administración,Universidad Adolfo Ibáñez,7,Independencia,No,Si,Rechazado
Margot Jessica Núñez Ramírez,45,Periodista,Universidad Andrés Bello,2,Antofagasta,Si,No,Rechazado
Verónica Macarena Azócar Cortés,35,Enfermero,Universidad Técnica Federico Santa María,9,Providencia,Si,No,Aceptado
Gonzalo León Melo,62,Ingeniero Comercial,Pontificia Universidad Católica,9,Peñalolén,Si,No,Rechazado
John Franco Astudillo Astudillo,38,Ingeniero Informático,Instituto Profesional AIEP,2,Recoleta,Si,No,Rechazado
Ángela Valentina Vargas Rojas,25,Licenciado en Ciencias,Universidad Andrés Bello,9,Providencia,Si,Si,Rechazado
Karin Maite Calderón Campos,63,Médico,Universidad Diego Portales,20,Independencia,Si,Si,Aceptado
Andrea Emily Gallardo Vargas,23,Técnico en Informática,Pontificia Universidad Católica,11,Santiago,Si,Si,Aceptado
María Núñez,55,Ingeniero Comercial,Instituto Profesional AIEP,5,Quilicura,No,No,Rechazado
José Alexander Flores Guzmán,33,Arquitecto,Universidad de Santiago,8,San Miguel,Si,No,Rechazado
Francisco Octavio Valenzuela Cavieres,32,Abogado,INACAP,20,Viña del Mar,Si,Si,Aceptado
Ximena Aguilera,57,Diseñador Gráfico,Instituto Profesional AIEP,9,Providencia,Si,No,Rechazado
Bárbara Catalina Gutiérrez Rodríguez,35,Diseñador Gráfico,Pontificia Universidad Católica,15,Quilicura,No,No,Rechazado
Michelle Luz Cabrera Montenegro,51,Ingeniero Civil,Universidad Mayor,6,Puente Alto,Si,Si,Rechazado
Anahí Juana Olivares Villa,44,Abogado,Pontificia Universidad Católica,6,Recoleta,Si,No,Rechazado
Yaritza Yáñez Villalobos,65,Médico,Universidad Diego Portales,11,San Miguel,No,Si,Rechazado
Cecilia Loreto Díaz Belmar,27,Licenciado en Ciencias,Pontificia Universidad Católica,16,Maipú,No,No,Aceptado
María Vargas Espinoza,29,Ingeniero Informático,Universidad de Santiago,20,Providencia,Si,No,Aceptado
Sebastián Fernando González Pérez,42,Contador Auditor,Universidad Técnica Federico Santa María,6,Viña del Mar,No,No,Rechazado
José Sebastián Ferreira Yáñez,53,Diseñador Gráfico,INACAP,11,Providencia,Si,Si,Aceptado
Yolanda Urzúa-Leiva,48,Abogado,Universidad de Santiago,9,La Florida,Si,No,Aceptado
Oscar Carlos Escobar Canales,47,Abogado,Pontificia Universidad Católica,10,Las Condes,Si,No,Rechazado
Luis Gaspar Benítez Jaramillo,61,Diseñador Gráfico,Universidad Andrés Bello,6,Estación Central,No,Si,Rechazado
Angelina Carrasco Vásquez,54,Arquitecto,Universidad Diego Portales,4,Estación Central,Si,Si,Aceptado
Javier Marcelo Rubilar Barrientos,56,Psicólogo,Universidad Técnica Federico Santa María,18,Ñuñoa,Si,No,Aceptado
Felipe Leal Flores,45,Enfermero,Universidad Técnica Federico Santa María,7,Independencia,Si,Si,Aceptado
Rodrigo Maximiliano Cortés Vásquez,65,Técnico en Informática,Universidad Andrés Bello,20,Concepción,Si,No,Rechazado
Felipe Ramírez,47,Ingeniero Informático,Universidad Técnica Federico Santa María,3,Valparaíso,Si,No,Rechazado
Gonzalo Héctor Rojas Vilches,34,Psicólogo,Universidad de Santiago,7,Valparaíso,Si,No,Rechazado
Mariana Virginia Morales Salazar,51,Contador Auditor,Universidad Técnica Federico Santa María,18,Estación Central,Si,Si,Aceptado
Esteban José Rojas Allendes,37,Arquitecto,Universidad Andrés Bello,0,Providencia,No,Si,Rechazado
Isidora Torres Moya,39,Ingeniero Comercial,INACAP,15,Valparaíso,No,Si,Aceptado
Anahí Esperanza Uribe Castro,51,Médico,Universidad Adolfo Ibáñez,12,Puente Alto,No,Si,Rechazado
Fernando Tomás Álvarez Álvarez,33,Médico,Universidad Diego Portales,1,La Florida,Si,Si,Aceptado
Diego Adrián Silva Silva,49,Técnico en Administración,Universidad Mayor,17,Concepción,Si,No,Aceptado
Enrique Sánchez,58,Enfermero,INACAP,6,Peñalolén,Si,No,Rechazado
Carlos Javier González Delgado,45,Arquitecto,Universidad Técnica Federico Santa María,11,Puente Alto,No,No,Rechazado
Cristian Ariel Fuentes Sepúlveda,53,Diseñador Gráfico,Universidad Técnica Federico Santa María,14,Maipú,Si,No,Rechazado
Tomás Hugo Saldías Sepúlveda,26,Ingeniero Civil,Universidad de Chile,10,Concepción,Si,No,Aceptado
Jorge Ferrada,36,Abogado,DUOC UC,9,Concepción,Si,No,Rechazado
Silvia Verónica Guzmán Meléndez,28,Técnico en Informática,Universidad Técnica Federico Santa María,7,Las Condes,Si,No,Rechazado
Eduardo Castillo Márquez,57,Licenciado en Ciencias,Universidad de Santiago,20,Recoleta,No,Si,Aceptado
Alexis Jaime Muñoz Santibáñez,25,Periodista,Pontificia Universidad Católica,10,Santiago,No,No,Rechazado
Matías Esteban Campos Peña,42,Ingeniero Informático,Instituto Profesional AIEP,15,Valparaíso,Si,No,Aceptado
Daniela Cindy Soto Correa,48,Técnico en Informática,Universidad de Santiago,6,Independencia,Si,No,Rechazado
Camila Susana Romero Ríos,25,Periodista,INACAP,7,Santiago,Si,No,Rechazado
Antonia Ayleen Cabrera López,63,Arquitecto,Universidad Adolfo Ibáñez,11,La Serena,Si,No,Rechazado
Marcela Ramos Campos,49,Técnico en Administración,Universidad de Concepción,8,Antofagasta,Si,Si,Rechazado
Valeria Muñoz Vera,49,Diseñador Gráfico,Universidad Adolfo Ibáñez,2,Providencia,No,Si,Rechazado
Viviana Marisol Sandoval Pino,25,Ingeniero Comercial,DUOC UC,20,Recoleta,No,Si,Aceptado
Gaspar Jaime Gálvez Arcos,62,Psicólogo,Universidad Adolfo Ibáñez,7,La Florida,Si,Si,Rechazado
Soledad Tapia,31,Ingeniero Informático,Universidad Adolfo Ibáñez,11,Puente Alto,Si,No,Rechazado
Macarena Silva Apablaza,52,Arquitecto,Universidad Andrés Bello,17,San Miguel,Si,No,Aceptado
Roxana María Orellana Escobar,55,Psicólogo,Universidad de Concepción,3,La Serena,No,No,Rechazado
Jean Pineda Figueroa,30,Ingeniero Civil,Pontificia Universidad Católica,20,Recoleta,No,No,Aceptado
Mónica Navarrete,25,Técnico en Informática,Universidad Mayor,8,La Serena,Si,No,Rechazado
Mateo Andrés Aravena Miranda,36,Arquitecto,Universidad Mayor,9,Antofagasta,No,No,Rechazado
Jorge Jara Riquelme,38,Diseñador Gráfico,Universidad Adolfo Ibáñez,15,Las Condes,Si,No,Rechazado
Francisca Cortés,45,Ingeniero Comercial,Pontificia Universidad Católica,2,Independencia,Si,No,Aceptado
Maite Soto Muñoz,59,Ingeniero Comercial,Pontificia Universidad Católica,3,La Florida,No,Si,Rechazado
Máximo Juan Salgado Flores,30,Arquitecto,Universidad de Santiago,3,Concepción,Si,Si,Rechazado
Génesis Matilda Jiménez Lobos,52,Abogado,Universidad Diego Portales,14,Santiago,No,No,Rechazado
Lukas Luis Castillo Morales,61,Periodista,Universidad Mayor,15,Maipú,No,No,Rechazado
Luisa Flores-Espinosa Hernández,47,Técnico en Administración,INACAP,15,Santiago,No,Si,Rechazado
Ismael Felipe Vega Castro,34,Ingeniero Comercial,Universidad de Chile,14,Puente Alto,No,No,Aceptado
Yasmín González Letelier,51,Diseñador Gráfico,Universidad Adolfo Ibáñez,3,Estación Central,No,No,Rechazado
Petronila Constanza Burgos Villalobos,43,Técnico en Informática,Universidad de Concepción,17,Maipú,No,Si,Aceptado
Eduardo Walter Araya Correa,42,Médico,Universidad de Concepción,3,Puente Alto,No,No,Rechazado
Pamela Alejandra Tello Castillo,52,Contador Auditor,Universidad de Chile,20,Maipú,No,No,Aceptado
Carlos Cisterna Moreno,58,Técnico en Informática,Universidad de Santiago,12,La Florida,No,Si,Rechazado
Sofía Juana Vergara Pacheco,39,Ingeniero Informático,Instituto Profesional AIEP,13,Maipú,Si,Si,Aceptado
Camila Patricia Lara Serrano,65,Ingeniero Comercial,Universidad de Chile,6,Estación Central,Si,No,Aceptado
Ingrid Garcés,25,Contador Auditor,Universidad Adolfo Ibáñez,1,La Florida,Si,Si,Rechazado
Constanza Patricia González Durán,31,Periodista,Universidad Adolfo Ibáñez,9,Recoleta,Si,No,Rechazado
Roxana Sylvia Cornejo Vargas,42,Técnico en Informática,Universidad Mayor,7,La Florida,No,Si,Aceptado
Omar Pedro Gatica Jara,38,Ingeniero Civil,DUOC UC,4,Concepción,Si,No,Aceptado
Nora Macarena Céspedes Flores,52,Psicólogo,Universidad de Santiago,19,Santiago,No,No,Aceptado
Luis Jara Salazar,57,Técnico en Informática,Universidad de Concepción,17,Maipú,No,No,Aceptado
Lisette Trinidad Miranda Reyes,35,Arquitecto,Pontificia Universidad Católica,0,Concepción,Si,Si,Rechazado
Angelo Frank Alvarado Órdenes,65,Periodista,Universidad Mayor,9,Ñuñoa,No,Si,Rechazado
Borja Yordan Guzmán Paz,22,Técnico en Administración,Universidad Andrés Bello,6,Puente Alto,No,No,Rechazado
María Elena Huerta González,44,Ingeniero Comercial,Universidad Adolfo Ibáñez,19,Providencia,Si,Si,Aceptado
Miguel Samuel Arias Alarcón,46,Médico,Universidad de Concepción,4,San Miguel,Si,Si,Rechazado
Daniel José López Navarro,50,Abogado,INACAP,18,Las Condes,No,Si,Aceptado
Maribel Hernández,22,Técnico en Informática,Universidad Adolfo Ibáñez,12,La Serena,Si,No,Aceptado
Daniela Sylvia Mellado Molina,24,Técnico en Administración,Universidad de Santiago,12,Viña del Mar,No,No,Rechazado
Emilia Jofré-Palma Rosales,41,Psicólogo,Universidad de Chile,19,Quilicura,No,No,Aceptado
Andrea Céspedes,34,Contador Auditor,INACAP,16,Antofagasta,Si,Si,Aceptado
Catalina Anahí Valencia Cornejo,38,Arquitecto,INACAP,1,Viña del Mar,No,No,Rechazado
Patricio Diego Tobar Medina,63,Ingeniero Informático,Instituto Profesional AIEP,9,Viña del Mar,No,Si,Rechazado
Carlos Martín Vargas Poblete,30,Enfermero,Universidad Andrés Bello,16,Las Condes,Si,Si,Aceptado
Alberto Sánchez Gómez,40,Contador Auditor,INACAP,16,La Serena,No,Si,Aceptado
Rodrigo Juan Candia Rojas,39,Diseñador Gráfico,DUOC UC,20,Las Condes,Si,No,Aceptado
Leonor Muñoz Gallardo,26,Periodista,Universidad de Concepción,17,Viña del Mar,Si,No,Aceptado
Valentina Tamara Salazar Vargas,40,Arquitecto,Universidad Andrés Bello,11,Maipú,Si,Si,Rechazado
Mia María Salas Barría,33,Enfermero,DUOC UC,19,Quilicura,No,Si,Aceptado
Mateo Diego Escobar Díaz,22,Enfermero,Universidad de Concepción,9,Quilicura,No,No,Rechazado
Cristian Aguilar Correa,53,Licenciado en Ciencias,Universidad de Chile,17,Santiago,Si,No,Aceptado
Jimmy Sixto Farías Valdés,50,Contador Auditor,Universidad Diego Portales,17,Concepción,Si,No,Rechazado
Saúl Joaquín Cornejo Arcos,28,Técnico en Administración,Universidad de Santiago,3,Concepción,Si,Si,Aceptado
Leontina Jacqueline Carrasco Contreras,59,Ingeniero Comercial,Universidad de Concepción,8,Concepción,Si,No,Rechazado
Juan Patricio Rojas Pereira,56,Diseñador Gráfico,INACAP,17,Viña del Mar,No,No,Aceptado
Luz Reyes Morales,49,Arquitecto,Pontificia Universidad Católica,3,Recoleta,Si,No,Rechazado
Manuel Tomás Tapia Oyarce,23,Ingeniero Informático,Universidad Andrés Bello,10,Providencia,Si,No,Aceptado
Matías Luis Sánchez Orellana,52,Técnico en Informática,Instituto Profesional AIEP,15,Maipú,No,Si,Aceptado
Luis Santiago Muñoz González,52,Ingeniero Civil,Universidad de Concepción,11,Recoleta,No,No,Rechazado
Raúl Washington Sandoval Rocha,65,Ingeniero Civil,Universidad de Concepción,17,Quilicura,Si,Si,Aceptado
Rodrigo Ávila Pérez,65,Médico,Universidad Diego Portales,16,La Florida,Si,Si,Aceptado
Julia Venegas Godoy,62,Abogado,Universidad Adolfo Ibáñez,18,Estación Central,No,No,Rechazado
Matías Hugo Martínez Pino,27,Periodista,Instituto Profesional AIEP,17,Recoleta,Si,No,Aceptado
Tania Medina Rodríguez,55,Enfermero,Universidad de Santiago,11,Santiago,Si,No,Rechazado
Javier Flores Rivera,53,Psicólogo,INACAP,2,Viña del Mar,No,Si,Rechazado
Reinaldo Bórquez,43,Ingeniero Comercial,Universidad Técnica Federico Santa María,9,Maipú,Si,Si,Aceptado
Carlos Isaac Muñoz Cabello,23,Médico,Universidad Mayor,3,La Serena,Si,No,Rechazado
Hilda Rosario González Ibarra,45,Técnico en Informática,Pontificia Universidad Católica,16,Ñuñoa,Si,Si,Aceptado
Rodrigo Carrasco,30,Técnico en Informática,Universidad Adolfo Ibáñez,12,Quilicura,No,Si,Aceptado
Pablo Reyes Rodríguez,45,Enfermero,INACAP,5,La Serena,No,Si,Aceptado
Victoria Daniela Flores Pizarro,56,Arquitecto,Universidad de Concepción,11,Santiago,Si,Si,Aceptado
Sonia Violeta Jiménez Olivares,34,Ingeniero Informático,Instituto Profesional AIEP,3,Maipú,Si,No,Rechazado
Cecilia Henríquez Adasme,38,Ingeniero Informático,Universidad Técnica Federico Santa María,8,Maipú,Si,No,Rechazado
Daniela Cerda Vargas,34,Arquitecto,Pontificia Universidad Católica,19,Las Condes,Si,No,Aceptado
Lilian Constanza Jara Becerra,43,Médico,DUOC UC,14,Providencia,Si,Si,Aceptado
Gonzalo Martínez,24,Ingeniero Civil,Universidad Diego Portales,2,La Serena,Si,No,Rechazado
Hernán Romero,61,Ingeniero Comercial,Universidad de Concepción,15,Providencia,Si,No,Aceptado
Flor Bárbara Acuña Sánchez,56,Periodista,Universidad de Chile,2,Ñuñoa,Si,Si,Rechazado
Erika María González Saavedra,31,Diseñador Gráfico,Universidad Técnica Federico Santa María,9,La Florida,No,Si,Rechazado
Héctor Pablo Venegas Vargas,24,Ingeniero Comercial,Universidad de Santiago,7,Peñalolén,No,No,Rechazado
Claudia Abarca,27,Ingeniero Informático,Universidad Mayor,8,Puente Alto,Si,Si,Aceptado
Miriam Nieves Saavedra Quiroz,41,Enfermero,Universidad Andrés Bello,1,Santiago,Si,Si,Rechazado
Marcia Velásquez-Navarro Acevedo,38,Contador Auditor,Universidad de Santiago,12,Antofagasta,Si,Si,Rechazado
Julio Salas Vargas,44,Licenciado en Ciencias,Universidad Mayor,13,Concepción,No,Si,Rechazado
Leonardo Carvajal,46,Técnico en Informática,Universidad Diego Portales,14,Ñuñoa,Si,No,Rechazado
Kimberly Ingrid Pacheco Lobos,50,Técnico en Administración,DUOC UC,7,San Miguel,Si,No,Aceptado
Abraham Yáñez Pardo,26,Ingeniero Comercial,Universidad Adolfo Ibáñez,6,Ñuñoa,No,Si,Rechazado
Antonia Herrera,58,Abogado,Universidad de Santiago,18,Concepción,No,No,Aceptado
Teodoro Salinas,65,Abogado,Instituto Profesional AIEP,17,Providencia,Si,No,Rechazado
Constanza Núñez Ibáñez,37,Técnico en Informática,Pontificia Universidad Católica,5,Independencia,No,No,Rechazado
José Bravo Cárdenas,49,Diseñador Gráfico,Instituto Profesional AIEP,20,Quilicura,No,Si,Aceptado
Juan Toro Urrutia,41,Abogado,DUOC UC,12,Quilicura,No,Si,Aceptado
Martina Rafaella Pérez Arancibia,44,Enfermero,Pontificia Universidad Católica,1,Concepción,No,Si,Rechazado
Carmen Castillo Carreño,53,Ingeniero Civil,Universidad Diego Portales,15,Concepción,Si,No,Aceptado
Julieta Julia Guajardo Romero,60,Técnico en Informática,Universidad Mayor,3,Las Condes,Si,Si,Rechazado
Isaías Gabriel Jara Jiménez,50,Técnico en Administración,DUOC UC,19,Ñuñoa,Si,Si,Aceptado
José Jorge Cancino Lazo,57,Psicólogo,Universidad Técnica Federico Santa María,10,Estación Central,Si,No,Rechazado
Diego Juan Guerrero Alarcón,22,Ingeniero Comercial,Universidad Técnica Federico Santa María,2,Viña del Mar,No,No,Rechazado
Simón Álvaro Castañeda Avilés,64,Médico,Instituto Profesional AIEP,5,Peñalolén,No,No,Rechazado
Misael Jean Bravo Torres,23,Técnico en Informática,Universidad Diego Portales,17,Independencia,No,No,Rechazado
Luis Poblete,30,Ingeniero Informático,INACAP,1,Ñuñoa,Si,No,Rechazado
Luis Bravo Muñoz,59,Técnico en Informática,INACAP,9,Puente Alto,Si,Si,Rechazado
Amy González,27,Ingeniero Comercial,Instituto Profesional AIEP,15,Providencia,Si,No,Aceptado
Inés Josefa Aedo Opazo,31,Periodista,Universidad de Chile,4,La Florida,No,No,Rechazado
Rosa Barahona Oliva,59,Ingeniero Informático,Universidad de Concepción,11,Ñuñoa,Si,No,Aceptado
Matías Ahumada,26,Médico,INACAP,14,San Miguel,No,No,Rechazado
Dafne Rosalía Cornejo Flores,52,Técnico en Informática,Universidad Mayor,12,Peñalolén,No,Si,Aceptado
Claudio Juan Soto González,64,Médico,Universidad de Chile,20,Viña del Mar,Si,No,Aceptado
Gregorio Muñoz Luna,59,Técnico en Informática,Universidad Adolfo Ibáñez,13,Independencia,No,No,Rechazado
Carolina Marcela Santander Santibáñez,29,Ingeniero Civil,Universidad de Chile,7,La Florida,No,Si,Aceptado
Claudia Sofía Martínez Baeza,29,Técnico en Informática,DUOC UC,18,Maipú,No,No,Aceptado
